feature,importance_mean,importance_std
cpg_prob_1,0.05083810344227831,0.014172484866486815
cpg_prob_0,0.04023695752287752,0.011449165577951665
cpg_prob_2,0.020372961616463868,0.007240523251035354
mrk_prob_0,0.0021670668415872374,0.013045423304849394
mrk_prob_1,0.0011181783435557657,0.011024467448395452
mrk_prob_2,-0.003485881494325368,0.011094466027972613
