filter,reducer,model,fold,n_features,auroc,bal_acc,f1_macro
chrom_hmm_E1E2,pca100,cnn,2,100.0,0.846495250288243,0.6853325336532053,0.663569809945291
chrom_hmm_E1E2,pca200,xgboost,2,200.0,0.8994793731864917,0.7661801945888311,0.7484997272231314
chrom_hmm_E1E2,pca200,random_forest,2,200.0,0.8482761612460713,0.7225976276156204,0.6900725244615854
chrom_hmm_E1E2,pca200,logistic,2,200.0,0.9211828319069084,0.7336998533919766,0.7349780701754386
chrom_hmm_E1E2,pca200,elasticnet,2,200.0,0.9254091249964796,0.72963481274157,0.7282745710770439
chrom_hmm_E1E2,pca200,svm,2,200.0,0.909153711643304,0.7199720111955218,0.7192287269348201
chrom_hmm_E1E2,pca200,mlp,2,200.0,0.914004287659662,0.8020391843262694,0.8047154162709718
chrom_hmm_E1E2,pca200,cnn,2,200.0,0.7696416382603347,0.4470678395308543,0.3382235048901715
chrom_hmm_E1E2,pca300,xgboost,2,300.0,0.8820390697416357,0.7011861921897907,0.6917263406994002
chrom_hmm_E1E2,pca300,random_forest,2,300.0,0.8421288796837271,0.7133346661335466,0.674788217555156
chrom_hmm_E1E2,pca300,logistic,2,300.0,0.9230719160147388,0.6935025989604159,0.7004672796973453
chrom_hmm_E1E2,pca300,elasticnet,2,300.0,0.9207727307683404,0.7061042249766759,0.7108778574905976
chrom_hmm_E1E2,pca300,svm,2,300.0,0.9116613936109668,0.7461681993869119,0.7435511392150959
chrom_hmm_E1E2,pca300,mlp,2,300.0,0.9185140387256926,0.7309009729441557,0.7371776713533986
chrom_hmm_E1E2,pca300,cnn,2,300.0,0.8293986603701934,0.3373983739837398,0.1903938624452968
chrom_hmm_E1E2,pls20,xgboost,2,20.0,0.9034780265635636,0.6737638278022123,0.6852853641456583
chrom_hmm_E1E2,pls20,random_forest,2,20.0,0.888356832970556,0.6792283086765294,0.6922930820366718
chrom_hmm_E1E2,pls20,logistic,2,20.0,0.935862246353344,0.695894975343196,0.7030596664317595
chrom_hmm_E1E2,pls20,elasticnet,2,20.0,0.9356739868256828,0.7125616420098627,0.7216540404040405
chrom_hmm_E1E2,pls20,svm,2,20.0,0.9333791678975172,0.6778288684526189,0.6872753988915686
chrom_hmm_E1E2,pls20,mlp,2,20.0,0.933140359753636,0.6944955351192856,0.705313526653477
chrom_hmm_E1E2,pls20,cnn,2,20.0,0.922956781369364,0.6680261228841796,0.6723144445790755
chrom_hmm_E1E2,pls30,xgboost,2,30.0,0.9060752124709548,0.6778288684526189,0.69147624596781
chrom_hmm_E1E2,pls30,random_forest,2,30.0,0.8852059213725658,0.6832933493269359,0.6971044509421702
chrom_hmm_E1E2,pls30,logistic,2,30.0,0.9368192507975812,0.7125616420098627,0.7238929997650928
chrom_hmm_E1E2,pls30,elasticnet,2,30.0,0.9364439295371496,0.7070971611355458,0.7141095767575322
chrom_hmm_E1E2,pls30,svm,2,30.0,0.9339237643489798,0.6709649473543916,0.680404780926422
chrom_hmm_E1E2,pls30,mlp,2,30.0,0.9307100534474944,0.695894975343196,0.7078122824119203
chrom_hmm_E1E2,pls30,cnn,2,30.0,0.9144974118936168,0.6583633213381314,0.6710826210826211
chrom_hmm_E1E2,ae,xgboost,3,64.0,0.7872482831256095,0.5398373983739838,0.54264321655626
chrom_hmm_E1E2,ae,random_forest,3,64.0,0.783883987676524,0.5575880758807589,0.5621615767814597
chrom_hmm_E1E2,ae,logistic,3,64.0,0.8396417989311072,0.667208672086721,0.6382623848643266
chrom_hmm_E1E2,ae,elasticnet,3,64.0,0.8364861581679888,0.6505420054200542,0.6281795937688773
chrom_hmm_E1E2,ae,svm,3,64.0,0.8183428691336071,0.6079945799457994,0.5879918166266668
chrom_hmm_E1E2,ae,mlp,3,64.0,0.8129455481761391,0.5953929539295393,0.5914224664224664
chrom_hmm_E1E2,ae,cnn,3,64.0,0.7648352560230932,0.4111111111111111,0.3625730994152047
chrom_hmm_E1E2,ae_vae,xgboost,3,64.0,0.8156531429129537,0.5520325203252032,0.5535010320286394
chrom_hmm_E1E2,ae_vae,random_forest,3,64.0,0.7841137033556885,0.5464769647696477,0.5479427659051831
chrom_hmm_E1E2,ae_vae,logistic,3,64.0,0.837235494506975,0.5928184281842819,0.573430941205647
chrom_hmm_E1E2,ae_vae,elasticnet,3,64.0,0.8365917601629759,0.5842818428184282,0.5715007110457045
chrom_hmm_E1E2,ae_vae,svm,3,64.0,0.6721114795206223,0.4384823848238482,0.4354497354497353
chrom_hmm_E1E2,ae_vae,mlp,3,64.0,0.8205261913154894,0.5894308943089431,0.5824894514767932
chrom_hmm_E1E2,ae_vae,cnn,3,64.0,0.7694514281341377,0.4100271002710027,0.3807090936062898
chrom_hmm_E1E2,chrom_hmm,xgboost,3,2.0,0.6333600027953469,0.4491869918699187,0.447874976176863
chrom_hmm_E1E2,chrom_hmm,random_forest,3,2.0,0.665796579853744,0.4902439024390244,0.4910553178326545
chrom_hmm_E1E2,chrom_hmm,logistic,3,2.0,0.681915597549375,0.4924119241192412,0.4765894236482471
chrom_hmm_E1E2,chrom_hmm,elasticnet,3,2.0,0.7165495670767257,0.4853658536585366,0.471507066276803
chrom_hmm_E1E2,chrom_hmm,svm,3,2.0,0.7224017493557979,0.4691056910569105,0.4730756843800321
chrom_hmm_E1E2,chrom_hmm,mlp,3,2.0,0.7153404859787343,0.5168021680216802,0.5208641213186923
chrom_hmm_E1E2,chrom_hmm,cnn,3,2.0,0.7227432391522203,0.4789972899728997,0.479428849774986
chrom_hmm_E1E2,none,xgboost,3,130532.0,0.8725194897799572,0.67710027100271,0.6828916030367936
chrom_hmm_E1E2,none,random_forest,3,130532.0,0.8683735239295918,0.6441734417344174,0.6464183964183965
chrom_hmm_E1E2,none,logistic,3,130532.0,0.8938695085652872,0.709349593495935,0.7142857142857143
chrom_hmm_E1E2,none,elasticnet,3,130532.0,0.8934133983186007,0.7052845528455284,0.7044761519260608
chrom_hmm_E1E2,none,svm,3,130532.0,0.8605997908915847,0.6571815718157181,0.6410264037622528
chrom_hmm_E1E2,none,mlp,3,130532.0,0.8744144412412088,0.7008130081300813,0.6967102861205587
chrom_hmm_E1E2,none,cnn,3,,,,
chrom_hmm_E1E2,pca100,xgboost,3,100.0,0.8405469749257005,0.6401084010840109,0.6373734195820085
chrom_hmm_E1E2,pca100,random_forest,3,100.0,0.825425041481152,0.6330623306233062,0.632267447652063
chrom_hmm_E1E2,pca100,logistic,3,100.0,0.8803043906405649,0.65420054200542,0.6423655796904205
chrom_hmm_E1E2,pca100,elasticnet,3,100.0,0.8797759877453787,0.65420054200542,0.6425520151316747
chrom_hmm_E1E2,pca100,svm,3,100.0,0.8662757905368338,0.6860433604336044,0.6735153256704981
chrom_hmm_E1E2,pca100,mlp,3,100.0,0.8722668560916484,0.6649051490514905,0.6619706579537447
chrom_hmm_E1E2,pca100,cnn,3,100.0,0.8320280756487488,0.5875338753387535,0.5789708866631944
chrom_hmm_E1E2,pca200,xgboost,3,200.0,0.8585225712102468,0.6375338753387534,0.634483567628577
chrom_hmm_E1E2,pca200,random_forest,3,200.0,0.8207290153455938,0.6642276422764228,0.6410430186204773
chrom_hmm_E1E2,pca200,logistic,3,200.0,0.9027175159731438,0.7497289972899729,0.747983870967742
chrom_hmm_E1E2,pca200,elasticnet,3,200.0,0.9029548865807632,0.7578590785907858,0.759448420695033
chrom_hmm_E1E2,pca200,svm,3,200.0,0.8672093550195373,0.6956639566395664,0.6865907912333852
chrom_hmm_E1E2,pca200,mlp,3,200.0,0.8677550744714848,0.6856368563685638,0.687627908747682
chrom_hmm_E1E2,pca200,cnn,3,200.0,0.8066589598166073,0.6002710027100271,0.5787118606147048
chrom_hmm_E1E2,pca300,xgboost,3,300.0,0.8562147821837236,0.6401084010840109,0.6374890446976337
chrom_hmm_E1E2,pca300,random_forest,3,300.0,0.8080720787876201,0.6468834688346884,0.6125664125664126
chrom_hmm_E1E2,pca300,logistic,3,300.0,0.8949104712498381,0.6941734417344173,0.6939188034188035
chrom_hmm_E1E2,pca300,elasticnet,3,300.0,0.8956607571460967,0.7023035230352304,0.704203260041781
chrom_hmm_E1E2,pca300,svm,3,300.0,0.8698075822756294,0.6956639566395664,0.686926242481798
chrom_hmm_E1E2,pca300,mlp,3,300.0,0.880608033797129,0.688211382113821,0.6930892139069784
chrom_hmm_E1E2,pca300,cnn,3,300.0,0.8114565815638825,0.5567750677506775,0.55215106530896
chrom_hmm_E1E2,pls20,xgboost,3,20.0,0.8546645667885842,0.6397018970189702,0.6448773623232921
chrom_hmm_E1E2,pls20,random_forest,3,20.0,0.8461823728117149,0.6467479674796749,0.6544636123680241
chrom_hmm_E1E2,pls20,logistic,3,20.0,0.8883282852436367,0.67710027100271,0.6853022200615784
chrom_hmm_E1E2,pls20,elasticnet,3,20.0,0.8843957943687418,0.7119241192411924,0.7210141777335259
chrom_hmm_E1E2,pls20,svm,3,20.0,0.8819409081621884,0.6745257452574526,0.6818973709217612
chrom_hmm_E1E2,pls20,mlp,3,20.0,0.8847935419253391,0.6841463414634146,0.6933359792177803
chrom_hmm_E1E2,pls20,cnn,3,20.0,0.8647914033165462,0.6356368563685636,0.6480795414964694
chrom_hmm_E1E2,pls30,xgboost,3,30.0,0.8635481475119916,0.6563685636856369,0.6668824142918165
chrom_hmm_E1E2,pls30,random_forest,3,30.0,0.8383049719754311,0.6482384823848238,0.6553216213323547
chrom_hmm_E1E2,pls30,logistic,3,30.0,0.8851604031436614,0.7063685636856368,0.7118931247963506
chrom_hmm_E1E2,pls30,elasticnet,3,30.0,0.8845881615747944,0.7008130081300813,0.7090868478251532
chrom_hmm_E1E2,pls30,svm,3,30.0,0.8856180523279963,0.6341463414634146,0.6382145450074621
chrom_hmm_E1E2,pls30,mlp,3,30.0,0.8812379317351583,0.6841463414634146,0.6933359792177803
chrom_hmm_E1E2,pls30,cnn,3,30.0,0.862348040431868,0.667479674796748,0.682959919743945
chrom_hmm_E1E2,ae,xgboost,4,64.0,0.7863050392192356,0.5838753387533876,0.5810974228327684
chrom_hmm_E1E2,ae,random_forest,4,64.0,0.7899913437606272,0.579810298102981,0.5765475416937406
chrom_hmm_E1E2,ae,logistic,4,64.0,0.8288891891344107,0.6414246999612853,0.6159838000799098
chrom_hmm_E1E2,ae,elasticnet,4,64.0,0.8241448406867713,0.6303135888501742,0.604999587492781
chrom_hmm_E1E2,ae,svm,4,64.0,0.8233572032346682,0.6141308555942703,0.6051629744411238
chrom_hmm_E1E2,ae,mlp,4,64.0,0.8008573074323935,0.6128919860627178,0.5616149096834905
chrom_hmm_E1E2,ae,cnn,4,64.0,0.7809528612314942,0.4560394889663182,0.3173136387422101
chrom_hmm_E1E2,ae_vae,xgboost,4,64.0,0.8001397780841485,0.5953735965931087,0.5983772819472617
chrom_hmm_E1E2,ae_vae,random_forest,4,64.0,0.7971314730965474,0.5909214092140921,0.5880530466818882
chrom_hmm_E1E2,ae_vae,logistic,4,64.0,0.828660161191474,0.6052071234998064,0.5902191894127378
chrom_hmm_E1E2,ae_vae,elasticnet,4,64.0,0.8283201003447868,0.6011420828494,0.5859442793405057
chrom_hmm_E1E2,ae_vae,svm,4,64.0,0.8065632606422906,0.5565040650406504,0.5551179871854978
chrom_hmm_E1E2,ae_vae,mlp,4,64.0,0.8086920798217494,0.5867015098722416,0.5504542783432038
chrom_hmm_E1E2,ae_vae,cnn,4,64.0,0.7779626231794605,0.4604723190089043,0.4122221745984122
chrom_hmm_E1E2,chrom_hmm,xgboost,4,2.0,0.693975424783445,0.5036391792489353,0.5007880852200628
chrom_hmm_E1E2,chrom_hmm,random_forest,4,2.0,0.7171041244705584,0.5025358110723964,0.5033950736963649
chrom_hmm_E1E2,chrom_hmm,logistic,4,2.0,0.6189681969210166,0.4590785907859078,0.4339826839826839
chrom_hmm_E1E2,chrom_hmm,elasticnet,4,2.0,0.6267236486511883,0.479810298102981,0.4516466439543363
chrom_hmm_E1E2,chrom_hmm,svm,4,2.0,0.7230543251479165,0.4884630274874177,0.4922299922299922
chrom_hmm_E1E2,chrom_hmm,mlp,4,2.0,0.6922849147538299,0.4415408439798683,0.4592818945760122
chrom_hmm_E1E2,chrom_hmm,cnn,4,2.0,0.7276606275161212,0.560762679055362,0.5420634781268353
chrom_hmm_E1E2,none,xgboost,4,130532.0,0.914197651644738,0.7066589237320944,0.7160980300515184
chrom_hmm_E1E2,none,random_forest,4,130532.0,0.872393385600367,0.6387146728610144,0.6426872388299582
chrom_hmm_E1E2,none,logistic,4,130532.0,0.9096165268232904,0.7122144792876499,0.7223311546840958
chrom_hmm_E1E2,none,elasticnet,4,130532.0,0.9017965845588592,0.7358304297328687,0.742117442007913
chrom_hmm_E1E2,none,svm,4,130532.0,0.8699319959284487,0.6748354626403407,0.6718643596692377
chrom_hmm_E1E2,none,mlp,4,130532.0,0.8652390583256544,0.608246225319396,0.5506495157524905
chrom_hmm_E1E2,none,cnn,4,,,,
chrom_hmm_E1E2,pca100,xgboost,4,100.0,0.8853009713718101,0.7194734804490901,0.7064576074332171
chrom_hmm_E1E2,pca100,random_forest,4,100.0,0.8489510217909212,0.6418892760356174,0.6447190192984585
chrom_hmm_E1E2,pca100,logistic,4,100.0,0.9030257296883312,0.7642082849399922,0.754200459239653
chrom_hmm_E1E2,pca100,elasticnet,4,100.0,0.90072717463515,0.7627177700348432,0.7515538343851597
chrom_hmm_E1E2,pca100,svm,4,100.0,0.8884828163789935,0.7150987224157955,0.7148147971837556
chrom_hmm_E1E2,pca100,mlp,4,100.0,0.8647725809381724,0.6645180023228803,0.6617387882210016
chrom_hmm_E1E2,pca100,cnn,4,100.0,0.8122894037116287,0.6364305071622144,0.5950994534232192
chrom_hmm_E1E2,pca200,xgboost,4,200.0,0.8780196816910032,0.728397212543554,0.7229782137341667
chrom_hmm_E1E2,pca200,random_forest,4,200.0,0.8329466011996138,0.7105497483546265,0.6914478318585312
chrom_hmm_E1E2,pca200,logistic,4,200.0,0.900839149568294,0.7007162214479288,0.7020805763320733
chrom_hmm_E1E2,pca200,elasticnet,4,200.0,0.8985334339545036,0.6848432055749128,0.6865593137049119
chrom_hmm_E1E2,pca200,svm,4,200.0,0.8900199312008552,0.7239256678281069,0.7233285917496444
chrom_hmm_E1E2,pca200,mlp,4,200.0,0.877712195905064,0.6807781649245063,0.6811985400220694
chrom_hmm_E1E2,pca200,cnn,4,200.0,0.7182384040343305,0.4524777390631049,0.3518925518925519
chrom_hmm_E1E2,pca300,xgboost,4,300.0,0.889286743616302,0.7453735965931089,0.7347460723419803
chrom_hmm_E1E2,pca300,random_forest,4,300.0,0.8254534405398664,0.6843786295005807,0.6594196459798886
chrom_hmm_E1E2,pca300,logistic,4,300.0,0.9005749212544698,0.7173828881145954,0.7225009382731179
chrom_hmm_E1E2,pca300,elasticnet,4,300.0,0.9016996057258472,0.7137049941927991,0.7229594934512967
chrom_hmm_E1E2,pca300,svm,4,300.0,0.8914646437133955,0.7136082075106466,0.7194761099138655
chrom_hmm_E1E2,pca300,mlp,4,300.0,0.886167394107666,0.694463801780875,0.6998517924202409
chrom_hmm_E1E2,pca300,cnn,4,300.0,0.7133768876785268,0.4246999612853271,0.2579303784123061
chrom_hmm_E1E2,pls20,xgboost,4,20.0,0.8594635345441257,0.5851335656213705,0.5759349939677808
chrom_hmm_E1E2,pls20,random_forest,4,20.0,0.8646603741495268,0.6631049167634534,0.6795371828251331
chrom_hmm_E1E2,pls20,logistic,4,20.0,0.9124112433365882,0.720344560588463,0.7358041482488948
chrom_hmm_E1E2,pls20,elasticnet,4,20.0,0.916161638914916,0.7306620209059234,0.7470466113358246
chrom_hmm_E1E2,pls20,svm,4,20.0,0.917588213464696,0.7154858691444058,0.7329392446633826
chrom_hmm_E1E2,pls20,mlp,4,20.0,0.9149246907939248,0.694850948509485,0.708658842762889
chrom_hmm_E1E2,pls20,cnn,4,20.0,0.8884969355457372,0.6823461091753774,0.6966368667518094
chrom_hmm_E1E2,pls30,xgboost,4,30.0,0.8669869392099953,0.5980255516840882,0.5971706454465076
chrom_hmm_E1E2,pls30,random_forest,4,30.0,0.8712065536097673,0.6631049167634534,0.6795371828251331
chrom_hmm_E1E2,pls30,logistic,4,30.0,0.9126110386633745,0.7004065040650406,0.7142143983184446
chrom_hmm_E1E2,pls30,elasticnet,4,30.0,0.9181038357874204,0.7162795199380566,0.7319505837016888
chrom_hmm_E1E2,pls30,svm,4,30.0,0.9165513873269524,0.6966318234610918,0.7216117216117216
chrom_hmm_E1E2,pls30,mlp,4,30.0,0.9162020149084243,0.7273906310491677,0.7435020176955662
chrom_hmm_E1E2,pls30,cnn,4,30.0,0.9053068793048864,0.6734223770809136,0.6868360008212369
chrom_hmm_E6E7,ae,xgboost,0,64.0,0.8567545294585197,0.6504664800746368,0.6462462462462463
chrom_hmm_E6E7,ae,random_forest,0,64.0,0.853746550786101,0.6610822337731574,0.633464230925334
chrom_hmm_E6E7,ae,logistic,0,64.0,0.8891859399235534,0.7072904171664668,0.646318695288947
chrom_hmm_E6E7,ae,elasticnet,0,64.0,0.882698691052735,0.6906237504998001,0.6370681605975723
chrom_hmm_E6E7,ae,svm,0,64.0,0.8755589261130835,0.7123483939757431,0.6627878490935816
chrom_hmm_E6E7,ae,mlp,0,64.0,0.883536386861462,0.7623483939757429,0.693690441270486
chrom_hmm_E6E7,ae,cnn,0,64.0,0.8764890013747334,0.6775289884046382,0.570021484944916
chrom_hmm_E6E7,ae_vae,xgboost,0,64.0,0.8708489886052848,0.675529788084766,0.6638387755547872
chrom_hmm_E6E7,ae_vae,random_forest,0,64.0,0.8722246251220281,0.6646008263361323,0.6487038127352852
chrom_hmm_E6E7,ae_vae,logistic,0,64.0,0.8724136485472475,0.7194855391176862,0.661155332123074
chrom_hmm_E6E7,ae_vae,elasticnet,0,64.0,0.8714284204030789,0.7082833533253364,0.658950484812761
chrom_hmm_E6E7,ae_vae,svm,0,64.0,0.3921879318889795,0.3306677329068372,0.2352915720004327
chrom_hmm_E6E7,ae_vae,mlp,0,64.0,0.8466843674577574,0.4063174730107957,0.359189142196721
chrom_hmm_E6E7,ae_vae,cnn,0,64.0,0.8429941573147036,0.4851725976276156,0.4685879959233381
chrom_hmm_E6E7,chrom_hmm,xgboost,0,2.0,0.5965728050792064,0.3947421031587365,0.3897621570705287
chrom_hmm_E6E7,chrom_hmm,random_forest,0,2.0,0.6049664156899041,0.4657870185259229,0.4590137201979307
chrom_hmm_E6E7,chrom_hmm,logistic,0,2.0,0.6225080852982633,0.4046714647474343,0.3907244649684691
chrom_hmm_E6E7,chrom_hmm,elasticnet,0,2.0,0.6214861467526415,0.4058909769425563,0.360316301703163
chrom_hmm_E6E7,chrom_hmm,svm,0,2.0,0.6602257087966072,0.5007463681194189,0.4480494075564498
chrom_hmm_E6E7,chrom_hmm,mlp,0,2.0,0.6961362201957467,0.5200786352125816,0.465033947058892
chrom_hmm_E6E7,chrom_hmm,cnn,0,2.0,0.7001507484754708,0.5510195921631348,0.4678073411296863
chrom_hmm_E6E7,none,xgboost,0,50775.0,0.9244254173712456,0.646308143409303,0.6543622338113863
chrom_hmm_E6E7,none,random_forest,0,50775.0,0.926618520794576,0.7341130214580834,0.7423008202141279
chrom_hmm_E6E7,none,logistic,0,50775.0,0.9304220947972598,0.7089097694255632,0.7154887721943713
chrom_hmm_E6E7,none,elasticnet,0,50775.0,0.928449722842554,0.6912501666000267,0.6903631628089832
chrom_hmm_E6E7,none,svm,0,50775.0,0.9087893280746858,0.7559309609489536,0.7185185185185184
chrom_hmm_E6E7,none,mlp,0,50775.0,0.8286671586746328,0.5077235772357723,0.3305229577304318
chrom_hmm_E6E7,none,cnn,0,50775.0,0.7544764520770197,0.3333333333333333,0.181547619047619
chrom_hmm_E6E7,pca100,xgboost,0,100.0,0.9115677022793914,0.7207916833266693,0.7081277315391028
chrom_hmm_E6E7,pca100,random_forest,0,100.0,0.9031399146475992,0.6721911235505797,0.6713465078625768
chrom_hmm_E6E7,pca100,logistic,0,100.0,0.915802112271237,0.7097227775556444,0.6976081952746164
chrom_hmm_E6E7,pca100,elasticnet,0,100.0,0.9191413855341748,0.7389910702385712,0.7148588937268183
chrom_hmm_E6E7,pca100,svm,0,100.0,0.9214593508426302,0.7987938158070106,0.7560453535296302
chrom_hmm_E6E7,pca100,mlp,0,100.0,0.9094281279993922,0.7039850726376117,0.7010040837735566
chrom_hmm_E6E7,pca100,cnn,0,100.0,0.8181886687238795,0.5326802612288418,0.54006169847754
chrom_hmm_E6E7,pca200,xgboost,0,200.0,0.9069618118019672,0.7221911235505797,0.7046234551435938
chrom_hmm_E6E7,pca200,random_forest,0,200.0,0.8740862094084857,0.6910702385712382,0.6623535122390959
chrom_hmm_E6E7,pca200,logistic,0,200.0,0.9217025521081676,0.6800479808076769,0.684364932519255
chrom_hmm_E6E7,pca200,elasticnet,0,200.0,0.925036378252216,0.7038517926162867,0.7008595751110721
chrom_hmm_E6E7,pca200,svm,0,200.0,0.92390998307795,0.7528588564574169,0.7287163516388641
chrom_hmm_E6E7,pca200,mlp,0,200.0,0.8946381172821315,0.7075103292016527,0.7101650553310485
chrom_hmm_E6E7,pca200,cnn,0,200.0,0.819334732906559,0.6243169398907104,0.5539373611662768
chrom_hmm_E6E7,pca300,xgboost,0,300.0,0.909571692074508,0.7280621084899374,0.7021763812877135
chrom_hmm_E6E7,pca300,random_forest,0,300.0,0.854307619785481,0.7085499133679862,0.6529584748308858
chrom_hmm_E6E7,pca300,logistic,0,300.0,0.9242001732485278,0.6922431027588964,0.6979449125452485
chrom_hmm_E6E7,pca300,elasticnet,0,300.0,0.9242249071563096,0.6936425429828068,0.6992923366957893
chrom_hmm_E6E7,pca300,svm,0,300.0,0.920412268384844,0.7528588564574169,0.7282367472874415
chrom_hmm_E6E7,pca300,mlp,0,300.0,0.9196030704696518,0.7283753165400507,0.7367523958433049
chrom_hmm_E6E7,pca300,cnn,0,300.0,0.8349433565121146,0.6029921364787418,0.6037161063502527
chrom_hmm_E6E7,pls20,xgboost,0,20.0,0.8906101996096064,0.6933693189390909,0.7106939336460131
chrom_hmm_E6E7,pls20,random_forest,0,20.0,0.8539306382188183,0.6586365453818472,0.6730093676814989
chrom_hmm_E6E7,pls20,logistic,0,20.0,0.9271161576826238,0.6862321737971477,0.7021487603305786
chrom_hmm_E6E7,pls20,elasticnet,0,20.0,0.9270249706097587,0.7100359856057578,0.7273137050013317
chrom_hmm_E6E7,pls20,svm,0,20.0,0.9222025537891348,0.7253032120485138,0.7399520020209676
chrom_hmm_E6E7,pls20,mlp,0,20.0,0.9232363047589898,0.6821671331467414,0.6941457586618877
chrom_hmm_E6E7,pls20,cnn,0,20.0,0.915376193864145,0.7124283619885379,0.7336901482356027
chrom_hmm_E6E7,pls30,xgboost,0,30.0,0.8924090202458593,0.6807676929228309,0.696112053262986
chrom_hmm_E6E7,pls30,random_forest,0,30.0,0.8586995369288335,0.675303212048514,0.6940605110667807
chrom_hmm_E6E7,pls30,logistic,0,30.0,0.9294365587859956,0.7045715047314407,0.7186412137109178
chrom_hmm_E6E7,pls30,elasticnet,0,30.0,0.929763795483782,0.7100359856057578,0.7267092894260525
chrom_hmm_E6E7,pls30,svm,0,30.0,0.9309239516676804,0.7198387311741969,0.7318007662835249
chrom_hmm_E6E7,pls30,mlp,0,30.0,0.9285788166565268,0.7100359856057578,0.7261622568176479
chrom_hmm_E6E7,pls30,cnn,0,30.0,0.9197288371056772,0.6821671331467414,0.7006788877224152
chrom_hmm_E6E7,ae,xgboost,1,64.0,0.8245591186344491,0.6323293172690763,0.6287725305559518
chrom_hmm_E6E7,ae,random_forest,1,64.0,0.8287472263280837,0.6585676037483267,0.6473660734198671
chrom_hmm_E6E7,ae,logistic,1,64.0,0.8367612516738147,0.627041499330656,0.599327931662584
chrom_hmm_E6E7,ae,elasticnet,1,64.0,0.8392651455392711,0.648661311914324,0.6184249271806875
chrom_hmm_E6E7,ae,svm,1,64.0,0.8321022838042373,0.6437081659973226,0.6077684872205421
chrom_hmm_E6E7,ae,mlp,1,64.0,0.8330569136482109,0.6038821954484606,0.5754985754985755
chrom_hmm_E6E7,ae,cnn,1,64.0,0.8235033850749138,0.615528781793842,0.5254623561963011
chrom_hmm_E6E7,ae_vae,xgboost,1,64.0,0.8261123874046438,0.649330655957162,0.64792008757526
chrom_hmm_E6E7,ae_vae,random_forest,1,64.0,0.8211320614569533,0.6403614457831325,0.6293265912831131
chrom_hmm_E6E7,ae_vae,logistic,1,64.0,0.8217785483255128,0.6613119143239624,0.6250974051983423
chrom_hmm_E6E7,ae_vae,elasticnet,1,64.0,0.8237751388017501,0.6557563587684069,0.6197973960300129
chrom_hmm_E6E7,ae_vae,svm,1,64.0,0.8351959788823748,0.6835341365461848,0.6350435997494821
chrom_hmm_E6E7,ae_vae,mlp,1,64.0,0.8425619421583862,0.6810575635876841,0.6302985412055877
chrom_hmm_E6E7,ae_vae,cnn,1,64.0,0.826530856946695,0.652074966532798,0.6346892101609083
chrom_hmm_E6E7,chrom_hmm,xgboost,1,2.0,0.5678205307708758,0.3985943775100402,0.3810224230849832
chrom_hmm_E6E7,chrom_hmm,random_forest,1,2.0,0.5935242401020563,0.4066265060240964,0.3948209366391184
chrom_hmm_E6E7,chrom_hmm,logistic,1,2.0,0.5950646113092013,0.3710174029451138,0.2894311729263185
chrom_hmm_E6E7,chrom_hmm,elasticnet,1,2.0,0.6006510608028329,0.3836680053547523,0.295733778160355
chrom_hmm_E6E7,chrom_hmm,svm,1,2.0,0.6326955353493545,0.3819277108433734,0.3859600777247836
chrom_hmm_E6E7,chrom_hmm,mlp,1,2.0,0.645624192290469,0.3921017402945113,0.3845004907608927
chrom_hmm_E6E7,chrom_hmm,cnn,1,2.0,0.6467875269153196,0.3930388219544846,0.3941183085919928
chrom_hmm_E6E7,none,xgboost,1,50775.0,0.9130222817174508,0.6829986613119142,0.6907869567435218
chrom_hmm_E6E7,none,random_forest,1,50775.0,0.9046055956462145,0.699665327978581,0.7189464032674836
chrom_hmm_E6E7,none,logistic,1,50775.0,0.9222343580309426,0.7592369477911647,0.7745196965384803
chrom_hmm_E6E7,none,elasticnet,1,50775.0,0.91108020126765,0.735140562248996,0.7277231434933369
chrom_hmm_E6E7,none,svm,1,50775.0,0.8918274178480051,0.6943775100401606,0.6782493889275457
chrom_hmm_E6E7,none,mlp,1,50775.0,0.8002320095781319,0.4627844712182061,0.4023297491039426
chrom_hmm_E6E7,none,cnn,1,,,,
chrom_hmm_E6E7,pca100,xgboost,1,100.0,0.8707343064066073,0.6564257028112449,0.654566573742201
chrom_hmm_E6E7,pca100,random_forest,1,100.0,0.8801625999551196,0.6607764390896921,0.6688745377269968
chrom_hmm_E6E7,pca100,logistic,1,100.0,0.9051084710898724,0.7527443105756358,0.7424576078626198
chrom_hmm_E6E7,pca100,elasticnet,1,100.0,0.9072150484391682,0.774966532797858,0.7629221401915589
chrom_hmm_E6E7,pca100,svm,1,100.0,0.8893064711376795,0.7200133868808568,0.7235930058015948
chrom_hmm_E6E7,pca100,mlp,1,100.0,0.8955578895571877,0.6629183400267737,0.6700281425891181
chrom_hmm_E6E7,pca100,cnn,1,100.0,0.862764912139108,0.6363453815261044,0.6351881694947389
chrom_hmm_E6E7,pca200,xgboost,1,200.0,0.8743498946563631,0.6937751004016065,0.6961033257991605
chrom_hmm_E6E7,pca200,random_forest,1,200.0,0.8712717607252056,0.6690763052208837,0.6667660455486543
chrom_hmm_E6E7,pca200,logistic,1,200.0,0.9098786834940188,0.7259036144578314,0.7315786443264095
chrom_hmm_E6E7,pca200,elasticnet,1,200.0,0.9137679216197172,0.7036813922356092,0.7076837817218694
chrom_hmm_E6E7,pca200,svm,1,200.0,0.8971094553150936,0.7200133868808568,0.7235930058015948
