filter,reducer,model,fold,n_features,mae_macro,qwk,spearman_rho,mae_group_0,mae_group_1,mae_group_2,mae_group_3,mae_group_4,mae_group_5
iqr,none,ridge,1,6579,0.9770368596893688,0.6835096180194005,0.7161019045039719,0.5997769215555119,0.5637455054828977,0.5468041460719791,0.9015012653383724,0.7198594187506068,2.530533900936846
iqr,none,lasso,1,6579,0.9624399283041348,0.5904466287290913,0.7570114603853727,1.361809390836375,0.7196319667128068,0.434958980045308,0.4176158874332418,0.6185932455720906,2.2220300992249857
iqr,none,elasticnet,1,6579,0.8779093651377238,0.6780368952314654,0.7492993664272323,1.0935933496258925,0.5881943088101077,0.3583249241765318,0.5024318206677021,0.5930628368061434,2.131848950739965
iqr,none,svr,1,6579,0.9313549334900132,0.7415301415619533,0.7623301458737456,0.5616953170718113,0.6157565269163402,0.3808756432812954,0.8189883730303263,0.6926759296064677,2.518137811033838
iqr,none,random_forest,1,6579,0.8704913580246912,0.762010799977732,0.8088448484730631,0.5898,0.4674814814814815,0.4614285714285714,0.6986666666666667,0.4885714285714285,2.517
iqr,none,xgboost,1,6579,0.9436590824510273,0.7046938141125272,0.724700446043508,0.52815274419263,0.5287870530866914,0.4897642859390804,0.7719648679097494,0.572623474257333,2.7706620693206787
iqr,none,coral,1,6579,0.8514441311021042,0.7091144149967679,0.7577206184504891,0.5299461890012026,0.5465190984584667,0.5010912418365479,0.4002134005228678,0.528010504586356,2.602884352207184
iqr,none,ordinal_mlp,1,6579,0.8040941645274664,0.7698377904427882,0.7660532257156065,0.7151072226464749,0.6689024048822897,0.3965929406029837,0.5169304609298706,0.338141918182373,2.188890039920807
iqr,none,corn,1,6579,1.1737654320987654,0.5725436748853923,0.6910720569440101,0.45,0.2592592592592592,0.5714285714285714,1.3333333333333333,1.4285714285714286,3.0
iqr,none,mord_ridge,1,6579,0.98478835978836,0.6835096180194005,0.6746987666424846,0.5,0.4444444444444444,0.6428571428571429,1.0,0.5714285714285714,2.75
iqr,none,mord_logistic_at,1,6579,0.9197530864197532,0.7023498694516972,0.6629290929442322,0.5,0.5185185185185185,0.5714285714285714,1.0,0.4285714285714285,2.5
iqr,none,ogboost,1,6579,0.8689594356261022,0.7118572706699646,0.7374724274835186,0.35,0.5185185185185185,0.3571428571428571,0.6666666666666666,0.5714285714285714,2.75
iqr,chrom_hmm,ridge,1,15,0.9004549513510155,0.7090166054523823,0.7463888635349837,0.8685978688300298,0.6035164363685847,0.4926632347963311,0.4840590137534904,0.87902785311664,2.074865301241017
